name,ticker,sector,pe_ratio,industry,market_cap,ytd_return
Invesco Mortgage Capital Inc,IVR,Real Estate,0.00,Residential & Commercial REIT,498.65,-0.84
Ladder Capital Corp,LADR,Real Estate,15.43,Residential & Commercial REIT,798.21,-0.64
Astec Inds Inc,ASTE,Industrials,78.66,"Machinery, Equipment & Components",1128.11,0.20
Stewart Information Services Corp,STC,Financials,9.42,Insurance,1116.13,0.00
Merchants Bancorp,MBIN,Financials,5.53,Banking Services,565.43,-0.03
Bank of Princeton,BPRN,Financials,9.15,Banking Services,119.23,-0.45
Fluent Inc,FLNT,Communication Services,17.10,Media & Publishing,219.02,0.05
Rocket Pharmaceuticals Inc,RCKT,Health Care,0.00,Biotechnology & Medical Research,1323.95,0.00
Western Asset Mortgage Capital,WMC,Real Estate,0.00,Residential & Commercial REIT,124.67,-0.80
Avaya Holdings Corp,AVYA,Information Technology,0.00,Communications & Networking,1211.48,0.04
Summit Hotel Properties,INN,Real Estate,0.00,Residential & Commercial REIT,545.39,-0.60
Provention Bio Inc,PRVB,Health Care,0.00,Biotechnology & Medical Research,727.70,-0.16
Rbb Bancorp,RBB,Financials,6.96,Banking Services,217.33,-0.49
Cooper Tire & Rubber Company,CTB,Consumer Discretionary,23.98,Automobiles & Auto Parts,1518.24,0.03
Federal Agricultural Mortgage Corp,AGM,Financials,0.00,Banking Services,675.75,-0.25
Metropolitan Bank Holding Corp,MCB,Financials,7.10,Banking Services,225.67,-0.46
Berry Pete Corp,BRY,Energy,6.77,Oil & Gas,273.16,-0.66
Boston Omaha Corp Cl A,BOMN,Communication Services,0.00,Media & Publishing,410.92,-0.29
Ship Finance International,SFL,Industrials,0.00,Oil & Gas Related Equipment and Services,866.55,-0.47
Corepoint Lodging Inc,CPLG,Real Estate,0.00,Residential & Commercial REIT,284.40,-0.56
Quanterix Corp,QTRX,Health Care,0.00,Biotechnology & Medical Research,1045.99,0.40
Ltc Properties,LTC,Real Estate,13.23,Residential & Commercial REIT,1375.07,-0.25
U S Lime & Mineral,USLM,Materials,18.81,Construction Materials,497.61,-0.02
Arlington Asset Investment Corp,AI,Real Estate,0.00,Investment Banking & Investment Services,93.14,-0.56
Capstead Mortgage Corp,CMO,Real Estate,0.00,Residential & Commercial REIT,567.24,-0.29
Istar Financial Inc,STAR,Real Estate,0.00,Residential & Commercial REIT,895.70,-0.21
Luther Burbank Corp,LBC,Financials,10.59,Banking Services,423.61,-0.31
MFA Financial Inc,MFA,Real Estate,0.00,Residential & Commercial REIT,1260.26,-0.66
Sterling Bancorp Inc [Southfield Mi],SBT,Financials,2.72,Banking Services,151.33,-0.63
Esquire Financial Holdings Inc,ESQ,Financials,9.36,Banking Services,114.54,-0.43
Arbor Realty Trust,ABR,Real Estate,20.84,Residential & Commercial REIT,1290.69,-0.22
Co-Diagnostics Inc,CODX,Health Care,82.31,Healthcare Equipment & Supplies,419.27,14.23
Arcus Biosciences Inc,RCUS,Health Care,0.00,Pharmaceuticals,1213.75,0.77
Par Technology Corp,PAR,Information Technology,0.00,Office Equipment,796.42,0.37
Curo Group Holdings Corp,CURO,Financials,2.80,Banking Services,279.25,-0.46
Avrobio Inc,AVRO,Health Care,0.00,Biotechnology & Medical Research,539.54,-0.33
Amneal Pharmaceuticals Inc,AMRX,Health Care,0.00,Pharmaceuticals,641.80,-0.16
Stitch Fix Inc,SFIX,Consumer Discretionary,100.29,Software & IT Services,3219.20,0.03
Evolus Inc,EOLS,Health Care,0.00,Biotechnology & Medical Research,128.24,-0.69
Bay Commercial Bk CA,BCML,Financials,8.28,Banking Services,126.94,-0.54
Universal Health Realty Income Trust,UHT,Real Estate,39.14,Residential & Commercial REIT,773.58,-0.55
Colony Capital Inc,CLNY,Real Estate,0.00,Residential & Commercial REIT,1195.80,-0.50
Gentherm Inc,THRM,Consumer Discretionary,47.70,Automobiles & Auto Parts,1315.01,-0.11
Homology Medicines Inc,FIXX,Health Care,0.00,Biotechnology & Medical Research,508.65,-0.48
Ardagh Group S.A.,ARD,Materials,0.00,Containers & Packaging,3450.80,-0.29
Magenta Therapeutics Inc,MGTA,Health Care,0.00,Biotechnology & Medical Research,345.00,-0.55
Hersha Hospitality Trust,HT,Real Estate,0.00,Residential & Commercial REIT,208.69,-0.65
Unity Biotechnology Inc,UBX,Health Care,2936.59,Biotechnology & Medical Research,185.78,-0.52
Everquote Inc Cl A,EVER,Communication Services,0.00,Software & IT Services,1150.88,0.19
Rubius Therapeutics Inc,RUBY,Health Care,0.00,Biotechnology & Medical Research,408.68,-0.50
Nelnet Inc,NNI,Financials,20.01,Professional & Commercial Services,2330.13,0.02
Apogee Entrpr Inc,APOG,Industrials,11.29,Homebuilding & Construction Supplies,533.99,-0.35
Kite Realty Group Trust,KRG,Real Estate,0.00,Residential & Commercial REIT,950.79,-0.46
Dynex Capital,DX,Real Estate,3.65,Residential & Commercial REIT,365.39,-0.09
Crinetics Pharmaceuticals Inc,CRNX,Health Care,0.00,Biotechnology & Medical Research,476.48,-0.46
Getty Realty Corp,GTY,Real Estate,22.17,Residential & Commercial REIT,1097.71,-0.24
Gencor Industries IN,GENC,Industrials,26.70,"Machinery, Equipment & Components",162.71,-0.07
Heidrick & Struggl,HSII,Industrials,130.28,Professional & Commercial Services,387.81,-0.39
Retail Opp Invts Cp,ROIC,Real Estate,28.25,Residential & Commercial REIT,1168.68,-0.45
City Office REIT Inc,CIO,Real Estate,0.00,Residential & Commercial REIT,322.44,-0.48
Independence Realty Trust Inc,IRT,Real Estate,34.83,Residential & Commercial REIT,1049.83,-0.22
Pebblebrook Hotel Trust,PEB,Real Estate,0.00,Residential & Commercial REIT,1584.78,-0.56
Rhythm Pharmaceuticals Inc,RYTM,Health Care,0.00,Biotechnology & Medical Research,1152.38,0.11
Tricida Inc,TCDA,Health Care,0.00,Biotechnology & Medical Research,512.00,-0.75
Empire State Realty Trust Inc,ESRT,Real Estate,45.13,Residential & Commercial REIT,1043.81,-0.59
Applied Therapeutics Inc,APLT,Health Care,0.00,Biotechnology & Medical Research,496.22,-0.25
Xenia Hotels & Resorts Inc,XHR,Real Estate,0.00,Residential & Commercial REIT,949.65,-0.62
Umh Properties,UMH,Real Estate,0.00,Residential & Commercial REIT,576.30,-0.16
American Finance Trust Inc Cl A,AFIN,Real Estate,0.00,Residential & Commercial REIT,674.25,-0.55
Tenneco Automotive,TEN,Consumer Discretionary,0.00,Automobiles & Auto Parts,571.25,-0.48
Kezar Life Sciences Inc,KZR,Health Care,0.00,Biotechnology & Medical Research,225.73,0.21
Monmouth Real Estate Investment Corp,MNR,Real Estate,0.00,Residential & Commercial REIT,1312.88,-0.10
Tutor Perini Corp,TPC,Industrials,0.00,Construction & Engineering,556.96,-0.15
Chatham Lodging Trust [Reit],CLDT,Real Estate,0.00,Residential & Commercial REIT,329.69,-0.63
One Liberty Properties,OLP,Real Estate,16.86,Residential & Commercial REIT,335.21,-0.41
Columbia Financial Inc,CLBK,Financials,24.38,Banking Services,1215.32,-0.36
Xeris Pharmaceuticals Inc,XERS,Health Care,0.00,Biotechnology & Medical Research,303.61,-0.14
Corenergy Infrastructure Trust Inc,CORR,Real Estate,0.00,Residential & Commercial REIT,81.36,-0.88
Nlight Inc,LASR,Information Technology,301.46,Semiconductors & Semiconductor Equipment,921.70,0.14
Bluerock Residential Growth Rei,BRG,Real Estate,139.04,Residential & Commercial REIT,177.56,-0.41
Sonos Inc,SONO,Consumer Discretionary,85.00,"Computers, Phones & Household Electronics",1663.73,-0.05
Cadence Bancorp Cl A,CADE,Financials,0.00,Banking Services,1016.52,-0.56
Liquidia Technologies Inc,LQDA,Health Care,0.00,Pharmaceuticals,197.07,0.16
U.S. Xpress Enterprises Inc Cl A,USX,Industrials,0.00,Freight & Logistics Services,382.44,0.61
World Acceptance Cp,WRLD,Financials,19.62,Banking Services,640.25,0.08
New Senior Investment Group Inc,SNR,Real Estate,12.76,Residential & Commercial REIT,332.93,-0.50
Catchmark Timber Trust Inc,CTT,Real Estate,0.00,Residential & Commercial REIT,436.45,-0.26
Homestreet Inc,HMST,Financials,11.57,Banking Services,576.54,-0.28
Armada Hoffler Properties Inc,AHH,Real Estate,19.06,Residential & Commercial REIT,712.32,-0.52
Newpark Resources,NR,Energy,0.00,Oil & Gas Related Equipment and Services,132.35,-0.79
Frank's International N.V.,FI,Energy,0.00,Oil & Gas Related Equipment and Services,447.76,-0.68
Retail Properties of America,RPAI,Real Estate,759.73,Residential & Commercial REIT,1207.76,-0.60
Athenex Inc,ATNX,Health Care,0.00,Biotechnology & Medical Research,1177.76,-0.15
Dril-Quip,DRQ,Energy,0.00,Oil & Gas Related Equipment and Services,885.07,-0.51
Nextier Oilfield Solutions Inc.,NEX,Energy,0.00,Oil & Gas Related Equipment and Services,400.80,-0.75
Constellation Pharmaceuticals Inc,CNST,Health Care,0.00,Biotechnology & Medical Research,949.53,-0.62
Acco Brands Corp,ACCO,Industrials,6.73,Professional & Commercial Services,549.77,-0.39
The Lovesac Company,LOVE,Consumer Discretionary,0.00,Household Goods,347.51,0.53
Coastal Financial Corp,CCB,Financials,12.00,Banking Services,158.51,-0.25
Translate Bio Inc,TBIO,Health Care,0.00,Biotechnology & Medical Research,983.73,0.55
Now Inc,DNOW,Industrials,0.00,"Machinery, Equipment & Components",575.34,-0.54
BRT Realty Trust,BRT,Real Estate,241.45,Residential & Commercial REIT,208.69,-0.32
RPC Inc,RES,Energy,0.00,Oil & Gas Related Equipment and Services,635.09,-0.52
Ubiquiti Networks,UI,Information Technology,26.78,Communications & Networking,9906.68,-0.19
Bridgewater Bancshares Inc,BWB,Financials,8.35,Banking Services,256.70,-0.37
Alexander's Inc,ALX,Real Estate,26.11,Residential & Commercial REIT,1246.18,-0.27
Helix Energy Solutions Group,HLX,Energy,16.39,Oil & Gas Related Equipment and Services,417.16,-0.74
Whitestone REIT,WSR,Real Estate,12.47,Residential & Commercial REIT,244.75,-0.59
Business First Bancshares Inc,BFST,Financials,10.26,Banking Services,270.33,-0.48
Oceaneering International,OII,Energy,0.00,Oil & Gas Related Equipment and Services,391.19,-0.76
Oil States International,OIS,Energy,0.00,Oil & Gas Related Equipment and Services,190.42,-0.82
Matrix Service Company,MTRX,Energy,17.17,Oil & Gas Related Equipment and Services,220.94,-0.66
Patterson-Uti Energy,PTEN,Energy,0.00,Oil & Gas Related Equipment and Services,594.08,-0.72
Acadia Realty Trust,AKR,Real Estate,22.34,Residential & Commercial REIT,942.87,-0.61
Bloom Energy Corp Cl A,BE,Industrials,0.00,"Machinery, Equipment & Components",2238.83,1.06
Macerich Company,MAC,Real Estate,18.79,Residential & Commercial REIT,1016.35,-0.75
Level One Bancorp Inc,LEVL,Financials,7.77,Banking Services,121.35,-0.40
Spirit of Texas Bancshares Inc,STXB,Financials,8.01,Banking Services,186.28,-0.54
Amalgamated Bk,AMAL,Financials,7.60,Banking Services,334.71,-0.45
Gladstone Land Corp,LAND,Real Estate,59.56,Residential & Commercial REIT,334.53,0.12
Origin Bancorp Inc,OBNK,Financials,14.47,Banking Services,478.72,-0.48
Third Point Reinsurance Ltd Company,TPRE,Financials,0.00,Insurance,661.17,-0.34
Mrc Global Inc,MRC,Industrials,0.00,"Machinery, Equipment & Components",458.76,-0.63
Zuora Inc,ZUO,Information Technology,0.00,Software & IT Services,1202.09,-0.30
Cooper Std Hld Inc,CPS,Consumer Discretionary,0.00,Automobiles & Auto Parts,237.73,-0.60
Gty Technology Holdings Inc,GTYH,Financials,329.23,Software & IT Services,129.34,-0.60
Central Garden,CENT,Consumer Staples,18.42,Food & Tobacco,1902.99,0.17
Tiptree Fncl Cl A,TIPT,Financials,11.99,Holding Companies,158.04,-0.43
World Fuel Services Corp,INT,Energy,10.88,Oil & Gas,1424.71,-0.50
Beyondspring Inc,BYSI,Health Care,0.00,Biotechnology & Medical Research,413.22,-0.15
National Research Corp,NRC,Health Care,34.41,Professional & Commercial Services,1219.09,-0.29
PBF Energy Inc,PBF,Energy,0.00,Oil & Gas,824.22,-0.80
Quinstreet Inc,QNST,Communication Services,45.18,Media & Publishing,806.33,-0.02
Viad Corp,VVI,Industrials,0.00,Media & Publishing,427.22,-0.71
Target Hospitality Corp,TH,Consumer Discretionary,14.40,Hotels & Entertainment Services,122.90,-0.76
National Cinemedia,NCMI,Communication Services,20.68,Media & Publishing,227.69,-0.63
Shutterstock Inc,SSTK,Consumer Discretionary,58.30,Software & IT Services,1940.08,0.22
Collectors Universe,CLCT,Consumer Discretionary,44.06,Professional & Commercial Services,484.26,1.17
Cue Biopharma Inc,CUE,Health Care,0.00,Biotechnology & Medical Research,477.25,-0.03
Corvel Cp,CRVL,Health Care,37.51,Healthcare Providers & Services,1540.20,-0.06
Alamo Group,ALG,Industrials,21.93,"Machinery, Equipment & Components",1221.18,-0.19
Ping Identity Holding Corp.,PING,Information Technology,0.00,Software & IT Services,2490.05,0.24
Clean Energy Fuels,CLNE,Energy,17.14,Oil & Gas,506.66,0.04
Lindsay Corp,LNN,Industrials,38.89,"Machinery, Equipment & Components",1026.38,-0.01
Malibu Boats Inc,MBUU,Consumer Discretionary,17.95,Leisure Products,1100.74,0.21
Gamestop Corp,GME,Consumer Discretionary,0.00,Specialty Retailers,688.11,0.65
Mustang Bio Inc,MBIO,Health Care,0.00,Biotechnology & Medical Research,196.11,-0.23
Standard Motor Products,SMP,Consumer Discretionary,17.19,Automobiles & Auto Parts,958.52,-0.20
Johnson Outdoors,JOUT,Consumer Discretionary,19.19,Leisure Products,820.15,0.05
Realogy Holdings Corp,RLGY,Real Estate,0.00,Real Estate Operations,1183.22,-0.04
Cvr Energy Inc,CVI,Energy,18.64,Oil & Gas,1323.99,-0.69
Akcea Therapeutics Inc,AKCA,Health Care,29.64,Pharmaceuticals,1845.92,0.07
Re/Max Holdings Inc,RMAX,Real Estate,31.49,Real Estate Operations,580.51,-0.19
Igm Biosciences Inc.,IGMS,Health Care,0.00,Biotechnology & Medical Research,2507.59,1.01
Oportun Financial Corp,OPRT,Financials,21.31,Banking Services,327.43,-0.51
SpringWorks Therapeutics,SWTX,Health Care,11.13,Biotechnology & Medical Research,2236.52,0.26
Marcus & Millichap,MMI,Real Estate,19.39,Real Estate Operations,1024.00,-0.30
Sally Beauty Holdings,SBH,Consumer Discretionary,10.68,Specialty Retailers,1130.70,-0.47
Farmland Partners Inc,FPI,Real Estate,0.00,Residential & Commercial REIT,192.65,-0.05
Griffin Industrial,GRIF,Real Estate,69.62,Specialty Retailers,273.09,0.32
Urogen Pharma Ltd,URGN,Health Care,0.00,Biotechnology & Medical Research,452.15,-0.41
Frp Holdings Inc,FRPH,Real Estate,38.68,Real Estate Operations,386.32,-0.20
Liberty Oilfield Services Inc,LBRT,Energy,0.00,Oil & Gas Related Equipment and Services,629.56,-0.34
Tpg Re Finance Trust Inc,TRTX,Real Estate,0.00,Residential & Commercial REIT,666.24,-0.58
The Michaels Comp,MIK,Consumer Discretionary,11.95,Specialty Retailers,1582.01,0.28
Smart Global Holdings Inc,SGH,Information Technology,26.29,Semiconductors & Semiconductor Equipment,636.11,-0.32
Seaboard Corp,SEB,Consumer Staples,86.24,Food & Tobacco,3337.24,-0.34
AAR Corp,AIR,Industrials,25.63,Aerospace & Defense,636.17,-0.61
Scansource Inc,SCSC,Information Technology,17.83,"Computers, Phones & Household Electronics",487.44,-0.49
Trimas Corp,TRS,Industrials,58.98,"Machinery, Equipment & Components",1053.86,-0.27
Luxfer Holdings Plc,LXFR,Industrials,113.42,"Machinery, Equipment & Components",348.23,-0.35
Granite Point Mortgage Trust Inc,GPMT,Real Estate,0.00,Residential & Commercial REIT,340.06,-0.68
Employers Holdings Inc,EIG,Financials,10.53,Insurance,871.69,-0.30
Andersons Inc,ANDE,Consumer Staples,27.98,Food & Tobacco,599.36,-0.29
Amerisafe Inc,AMSF,Financials,12.04,Insurance,1084.97,-0.14
Pq Group Holdings Inc,PQG,Materials,22.67,Chemicals,1406.74,-0.41
Community Healthcare Trust Inc,CHCT,Real Estate,68.29,Residential & Commercial REIT,983.52,0.03
Petiq Inc Cl A,PETQ,Health Care,127.89,Pharmaceuticals,723.62,0.20
Calyxt Inc,CLXT,Health Care,0.00,Specialty Retailers,197.61,-0.20
Mercury General Corp,MCY,Financials,12.37,Insurance,2349.93,-0.15
First Bancorp,FBP,Financials,11.00,Banking Services,1131.95,-0.52
Ambac Financial Group,AMBC,Financials,0.00,Insurance,562.08,-0.44
The Pennant Group Inc,PNTG,Health Care,234.50,Healthcare Providers & Services,1078.09,0.08
State Auto Finl Corp,STFC,Financials,11.26,Insurance,600.58,-0.57
Jernigan Capital Inc,JCAP,Real Estate,0.00,Residential & Commercial REIT,396.38,-0.11
Weight Watchers International Inc,WW,Consumer Discretionary,16.01,Personal & Household Products & Services,1313.29,-0.51
Tidewater Inc,TDW,Energy,0.00,Oil & Gas Related Equipment and Services,286.57,-0.66
Wiley John & Sons Inc [Jw.A],JW.A,Communication Services,0.00,Professional & Commercial Services,1804.54,-0.35
Central EUR Med A,CETV,Communication Services,15.47,Media & Publishing,1079.50,-0.08
Scholastic Cp,SCHL,Communication Services,53.15,Media & Publishing,705.50,-0.48
Service Properties Trust,SVC,Real Estate,3743.59,Residential & Commercial REIT,1222.96,-0.71
Pdf Solutions Inc,PDFS,Information Technology,0.00,Semiconductors & Semiconductor Equipment,698.83,0.13
Cross Ctry Hlthcr,CCRN,Health Care,8.39,Professional & Commercial Services,232.16,-0.50
Consol Energy Inc,CEIX,Energy,52.90,Coal,135.64,-0.67
Willdan Group Inc,WLDN,Industrials,53.54,Professional & Commercial Services,329.40,-0.17
Barrett Business S,BBSI,Industrials,8.71,Professional & Commercial Services,386.14,-0.46
Saga Communications,SGA,Communication Services,31.76,Media & Publishing,125.97,-0.33
United Insurance Hld,UIHC,Financials,375.29,Insurance,303.63,-0.50
Meredith Corp,MDP,Communication Services,0.00,Media & Publishing,713.26,-0.62
Entravision Communications Corp,EVC,Communication Services,0.00,Media & Publishing,106.92,-0.52
Nv5 Global,NVEE,Industrials,34.72,Construction & Engineering,660.05,-0.02
Orthopediatrics Corp,KIDS,Health Care,0.00,Healthcare Equipment & Supplies,835.53,-0.08
Franklin Covey Company,FC,Industrials,0.00,Professional & Commercial Services,243.97,-0.47
Krystal Biotech Inc,KRYS,Health Care,0.00,Biotechnology & Medical Research,851.26,-0.25
Park Ohio Hld Cp,PKOH,Industrials,45.08,"Machinery, Equipment & Components",181.90,-0.55
Cra International,CRAI,Industrials,14.17,Professional & Commercial Services,316.01,-0.29
Gp Strategies Corp,GPX,Industrials,14.94,Professional & Commercial Services,146.11,-0.31
Trueblue Inc,TBI,Industrials,0.00,Professional & Commercial Services,544.64,-0.37
Cna Financial Corp,CNA,Financials,17.57,Insurance,8222.85,-0.34
Hackett Grp Inc,HCKT,Information Technology,37.95,Professional & Commercial Services,368.25,-0.27
Information Svcs Group,III,Information Technology,33.19,Professional & Commercial Services,99.53,-0.19
Vectrus Inc,VEC,Industrials,15.63,Professional & Commercial Services,461.32,-0.25
Safety Ins Group Inc,SAFT,Financials,12.48,Insurance,1031.24,-0.27
Deluxe Corp,DLX,Industrials,0.00,Professional & Commercial Services,1075.76,-0.51
Kforce Inc,KFRC,Industrials,15.27,Professional & Commercial Services,705.74,-0.19
Cbiz Inc,CBZ,Industrials,16.63,Professional & Commercial Services,1217.59,-0.18
Assured Guaranty Ltd,AGO,Financials,5.32,Insurance,1614.25,-0.61
Hamilton Beach Brands Holding Company Cl A,HBB,Consumer Discretionary,14.20,Specialty Retailers,293.08,0.06
Horace Mann Educators Corp,HMN,Financials,13.05,Insurance,1379.67,-0.24
Gold Resource Corp,GORO,Materials,0.00,Metals & Mining,238.96,-0.43
Repay Holdings Corp Cl A,RPAY,Information Technology,0.00,Professional & Commercial Services,0.00,0.65
